surveyId,landsat_red_2008_1,landsat_red_2008_2,landsat_red_2008_3,landsat_red_2008_4,landsat_red_2009_1,landsat_red_2009_2,landsat_red_2009_3,landsat_red_2009_4,landsat_red_2010_1,landsat_red_2010_2,landsat_red_2010_3,landsat_red_2010_4,landsat_red_2011_1,landsat_red_2011_2,landsat_red_2011_3,landsat_red_2011_4,landsat_red_2012_1,landsat_red_2012_2,landsat_red_2012_3,landsat_red_2012_4,landsat_red_2013_1,landsat_red_2013_2,landsat_red_2013_3,landsat_red_2013_4,landsat_red_2014_1,landsat_red_2014_2,landsat_red_2014_3,landsat_red_2014_4,landsat_red_2015_1,landsat_red_2015_2,landsat_red_2015_3,landsat_red_2015_4,landsat_red_2016_1,landsat_red_2016_2,landsat_red_2016_3,landsat_red_2016_4,landsat_red_2017_1,landsat_red_2017_2,landsat_red_2017_3,landsat_red_2017_4,landsat_green_2008_1,landsat_green_2008_2,landsat_green_2008_3,landsat_green_2008_4,landsat_green_2009_1,landsat_green_2009_2,landsat_green_2009_3,landsat_green_2009_4,landsat_green_2010_1,landsat_green_2010_2,landsat_green_2010_3,landsat_green_2010_4,landsat_green_2011_1,landsat_green_2011_2,landsat_green_2011_3,landsat_green_2011_4,landsat_green_2012_1,landsat_green_2012_2,landsat_green_2012_3,landsat_green_2012_4,landsat_green_2013_1,landsat_green_2013_2,landsat_green_2013_3,landsat_green_2013_4,landsat_green_2014_1,landsat_green_2014_2,landsat_green_2014_3,landsat_green_2014_4,landsat_green_2015_1,landsat_green_2015_2,landsat_green_2015_3,landsat_green_2015_4,landsat_green_2016_1,landsat_green_2016_2,landsat_green_2016_3,landsat_green_2016_4,landsat_green_2017_1,landsat_green_2017_2,landsat_green_2017_3,landsat_green_2017_4,landsat_blue_2008_1,landsat_blue_2008_2,landsat_blue_2008_3,landsat_blue_2008_4,landsat_blue_2009_1,landsat_blue_2009_2,landsat_blue_2009_3,landsat_blue_2009_4,landsat_blue_2010_1,landsat_blue_2010_2,landsat_blue_2010_3,landsat_blue_2010_4,landsat_blue_2011_1,landsat_blue_2011_2,landsat_blue_2011_3,landsat_blue_2011_4,landsat_blue_2012_1,landsat_blue_2012_2,landsat_blue_2012_3,landsat_blue_2012_4,landsat_blue_2013_1,landsat_blue_2013_2,landsat_blue_2013_3,landsat_blue_2013_4,landsat_blue_2014_1,landsat_blue_2014_2,landsat_blue_2014_3,landsat_blue_2014_4,landsat_blue_2015_1,landsat_blue_2015_2,landsat_blue_2015_3,landsat_blue_2015_4,landsat_blue_2016_1,landsat_blue_2016_2,landsat_blue_2016_3,landsat_blue_2016_4,landsat_blue_2017_1,landsat_blue_2017_2,landsat_blue_2017_3,landsat_blue_2017_4,landsat_nir_2008_1,landsat_nir_2008_2,landsat_nir_2008_3,landsat_nir_2008_4,landsat_nir_2009_1,landsat_nir_2009_2,landsat_nir_2009_3,landsat_nir_2009_4,landsat_nir_2010_1,landsat_nir_2010_2,landsat_nir_2010_3,landsat_nir_2010_4,landsat_nir_2011_1,landsat_nir_2011_2,landsat_nir_2011_3,landsat_nir_2011_4,landsat_nir_2012_1,landsat_nir_2012_2,landsat_nir_2012_3,landsat_nir_2012_4,landsat_nir_2013_1,landsat_nir_2013_2,landsat_nir_2013_3,landsat_nir_2013_4,landsat_nir_2014_1,landsat_nir_2014_2,landsat_nir_2014_3,landsat_nir_2014_4,landsat_nir_2015_1,landsat_nir_2015_2,landsat_nir_2015_3,landsat_nir_2015_4,landsat_nir_2016_1,landsat_nir_2016_2,landsat_nir_2016_3,landsat_nir_2016_4,landsat_nir_2017_1,landsat_nir_2017_2,landsat_nir_2017_3,landsat_nir_2017_4
164851,9.0,14.0,11.0,12.0,9.0,14.0,12.0,12.0,9.0,14.0,12.0,13.0,10.0,12.0,12.0,12.0,10.0,12.0,10.0,9.0,8.0,7.0,12.0,12.0,10.0,12.0,12.0,12.0,5.0,10.0,9.0,9.0,5.0,12.0,10.0,11.0,10.0,11.0,12.0,13.0,10.0,13.0,11.0,13.0,10.0,14.0,12.0,13.0,10.0,13.0,13.0,14.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,10.0,9.0,8.0,13.0,12.0,10.0,12.0,13.0,12.0,9.0,11.0,11.0,9.0,8.0,11.0,13.0,13.0,10.0,13.0,13.0,12.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,7.0,7.0,5.0,5.0,6.0,6.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,7.0,5.0,8.0,6.0,6.0,57.0,54.0,62.0,60.0,57.0,46.0,55.0,62.0,57.0,45.0,55.0,65.0,57.0,50.0,57.0,61.0,57.0,55.0,78.0,65.0,58.0,59.0,54.0,59.0,57.0,50.0,59.0,56.0,57.0,51.0,63.0,48.0,60.0,47.0,60.0,66.0,57.0,60.0,59.0,62.0
164881,121.0,30.0,19.0,19.0,98.0,41.0,20.0,20.0,91.0,114.0,19.0,20.0,117.0,94.0,20.0,63.0,111.0,122.0,19.0,21.0,106.0,187.0,22.0,85.0,98.0,94.0,19.0,21.0,102.0,151.0,18.0,61.0,110.0,137.0,19.0,22.0,84.0,134.0,18.0,47.0,121.0,28.0,17.0,18.0,97.0,40.0,17.0,16.0,95.0,108.0,18.0,18.0,117.0,86.0,17.0,58.0,115.0,112.0,17.0,18.0,106.0,177.0,20.0,79.0,97.0,86.0,18.0,18.0,101.0,137.0,18.0,56.0,112.0,126.0,18.0,20.0,82.0,123.0,18.0,45.0,118.0,15.0,7.0,9.0,101.0,23.0,8.0,7.0,93.0,98.0,8.0,9.0,112.0,71.0,8.0,48.0,110.0,96.0,7.0,9.0,106.0,172.0,9.0,75.0,100.0,71.0,7.0,8.0,101.0,122.0,7.0,49.0,112.0,111.0,7.0,10.0,86.0,112.0,7.0,37.0,136.0,56.0,64.0,52.0,116.0,58.0,64.0,51.0,104.0,110.0,58.0,52.0,131.0,94.0,65.0,85.0,125.0,114.0,57.0,52.0,115.0,162.0,63.0,99.0,110.0,94.0,65.0,60.0,106.0,135.0,68.0,80.0,120.0,141.0,69.0,60.0,94.0,120.0,72.0,73.0
164932,14.0,14.0,25.0,28.0,14.0,28.0,28.0,30.0,14.0,28.0,24.0,28.0,14.0,14.0,18.0,22.0,20.0,33.0,23.0,29.0,20.0,23.0,26.0,30.0,25.0,28.0,21.0,29.0,25.0,23.0,18.0,29.0,25.0,21.0,22.0,24.0,25.0,20.0,24.0,29.0,16.0,17.0,25.0,28.0,16.0,26.0,24.0,25.0,16.0,26.0,24.0,25.0,16.0,16.0,17.0,21.0,20.0,28.0,23.0,25.0,20.0,24.0,24.0,26.0,25.0,27.0,20.0,25.0,25.0,24.0,20.0,29.0,25.0,21.0,21.0,25.0,25.0,20.0,24.0,25.0,7.0,10.0,16.0,18.0,7.0,17.0,13.0,15.0,7.0,17.0,12.0,17.0,7.0,10.0,9.0,12.0,10.0,17.0,14.0,15.0,10.0,14.0,12.0,15.0,14.0,16.0,14.0,17.0,14.0,14.0,14.0,19.0,14.0,11.0,13.0,17.0,14.0,11.0,15.0,20.0,91.0,44.0,60.0,83.0,91.0,60.0,65.0,57.0,91.0,60.0,60.0,53.0,91.0,80.0,60.0,70.0,74.0,60.0,59.0,57.0,74.0,73.0,74.0,55.0,57.0,64.0,51.0,66.0,57.0,100.0,40.0,66.0,57.0,73.0,74.0,71.0,57.0,75.0,55.0,66.0
165006,14.0,10.0,7.0,9.0,14.0,10.0,8.0,10.0,14.0,10.0,7.0,12.0,14.0,12.0,10.0,9.0,14.0,13.0,8.0,16.0,14.0,11.0,7.0,14.0,14.0,12.0,8.0,12.0,15.0,14.0,8.0,12.0,13.0,12.0,8.0,13.0,14.0,14.0,6.0,13.0,15.0,15.0,10.0,13.0,15.0,13.0,11.0,13.0,15.0,13.0,11.0,14.0,14.0,16.0,12.0,10.0,14.0,15.0,10.0,15.0,14.0,13.0,10.0,14.0,14.0,16.0,11.0,14.0,13.0,15.0,10.0,16.0,14.0,15.0,11.0,14.0,14.0,16.0,10.0,15.0,6.0,5.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,4.0,6.0,7.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,3.0,5.0,64.0,88.0,103.0,84.0,64.0,98.0,87.0,84.0,64.0,103.0,97.0,89.0,64.0,84.0,85.0,65.0,62.0,64.0,95.0,91.0,65.0,73.0,101.0,92.0,65.0,99.0,103.0,91.0,60.0,67.0,99.0,92.0,70.0,78.0,118.0,89.0,66.0,84.0,106.0,105.0
165152,18.0,22.0,12.0,14.0,18.0,15.0,15.0,14.0,18.0,17.0,14.0,18.0,18.0,16.0,15.0,17.0,16.0,12.0,18.0,16.0,13.0,12.0,18.0,15.0,13.0,13.0,18.0,13.0,13.0,13.0,15.0,16.0,8.0,12.0,14.0,17.0,15.0,14.0,15.0,11.0,19.0,20.0,16.0,17.0,19.0,17.0,16.0,15.0,19.0,17.0,15.0,17.0,19.0,16.0,16.0,18.0,17.0,16.0,17.0,16.0,15.0,16.0,18.0,16.0,15.0,16.0,18.0,15.0,15.0,16.0,16.0,17.0,11.0,16.0,16.0,17.0,15.0,17.0,16.0,13.0,10.0,11.0,8.0,8.0,10.0,9.0,8.0,7.0,10.0,8.0,8.0,8.0,10.0,6.0,7.0,9.0,8.0,6.0,8.0,8.0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,8.0,3.0,7.0,7.0,9.0,6.0,8.0,8.0,7.0,61.0,63.0,79.0,60.0,61.0,67.0,67.0,54.0,61.0,74.0,61.0,63.0,61.0,63.0,60.0,57.0,60.0,82.0,61.0,60.0,59.0,72.0,57.0,63.0,59.0,81.0,64.0,66.0,59.0,84.0,63.0,52.0,59.0,82.0,67.0,58.0,61.0,86.0,66.0,36.0
165185,13.0,12.0,7.0,16.0,13.0,14.0,8.0,10.0,13.0,14.0,12.0,12.0,14.0,12.0,6.0,8.0,16.0,15.0,4.0,10.0,14.0,14.0,4.0,10.0,16.0,13.0,6.0,10.0,16.0,16.0,3.0,9.0,13.0,12.0,5.0,14.0,27.0,16.0,5.0,12.0,14.0,14.0,10.0,16.0,14.0,15.0,11.0,12.0,14.0,14.0,13.0,12.0,15.0,13.0,10.0,9.0,16.0,16.0,8.0,12.0,14.0,14.0,11.0,13.0,16.0,15.0,10.0,12.0,16.0,16.0,8.0,11.0,13.0,15.0,9.0,13.0,25.0,16.0,10.0,13.0,7.0,6.0,4.0,6.0,7.0,7.0,3.0,5.0,7.0,6.0,5.0,4.0,8.0,5.0,3.0,3.0,9.0,8.0,3.0,4.0,8.0,6.0,4.0,5.0,9.0,6.0,4.0,5.0,8.0,7.0,2.0,4.0,6.0,5.0,2.0,6.0,22.0,8.0,3.0,6.0,62.0,63.0,85.0,89.0,62.0,72.0,82.0,74.0,62.0,75.0,73.0,78.0,62.0,66.0,85.0,57.0,63.0,77.0,88.0,81.0,66.0,74.0,96.0,84.0,63.0,82.0,89.0,84.0,66.0,81.0,87.0,92.0,68.0,78.0,98.0,86.0,75.0,67.0,92.0,84.0
165227,13.0,9.0,7.0,8.0,10.0,10.0,8.0,10.0,10.0,10.0,7.0,3.0,6.0,13.0,8.0,7.0,8.0,9.0,8.0,9.0,10.0,12.0,8.0,7.0,10.0,9.0,7.0,10.0,10.0,13.0,5.0,10.0,11.0,10.0,7.0,11.0,8.0,12.0,6.0,9.0,13.0,13.0,11.0,10.0,12.0,13.0,11.0,13.0,12.0,13.0,11.0,7.0,11.0,15.0,11.0,9.0,12.0,12.0,10.0,13.0,12.0,14.0,11.0,10.0,12.0,12.0,11.0,11.0,12.0,15.0,10.0,11.0,14.0,13.0,11.0,12.0,11.0,15.0,11.0,10.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,5.0,3.0,2.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,7.0,3.0,6.0,8.0,5.0,4.0,7.0,5.0,6.0,3.0,3.0,57.0,84.0,81.0,59.0,56.0,85.0,77.0,64.0,56.0,75.0,84.0,40.0,55.0,79.0,79.0,56.0,54.0,70.0,78.0,53.0,55.0,80.0,88.0,71.0,52.0,73.0,80.0,48.0,52.0,71.0,83.0,55.0,58.0,69.0,76.0,60.0,37.0,73.0,87.0,36.0
165256,16.0,12.0,14.0,21.0,15.0,12.0,18.0,13.0,15.0,14.0,13.0,15.0,18.0,16.0,14.0,20.0,16.0,13.0,14.0,15.0,15.0,12.0,14.0,15.0,18.0,12.0,16.0,15.0,15.0,13.0,11.0,12.0,12.0,12.0,16.0,15.0,12.0,16.0,18.0,14.0,18.0,14.0,15.0,17.0,16.0,15.0,17.0,16.0,16.0,16.0,17.0,15.0,18.0,16.0,15.0,19.0,16.0,14.0,14.0,15.0,15.0,14.0,16.0,15.0,18.0,14.0,15.0,14.0,15.0,15.0,14.0,14.0,14.0,16.0,15.0,14.0,13.0,16.0,16.0,13.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,11.0,7.0,7.0,11.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,8.0,11.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,7.0,59.0,76.0,72.0,51.0,58.0,78.0,76.0,86.0,61.0,86.0,83.0,53.0,59.0,69.0,76.0,63.0,58.0,61.0,65.0,63.0,59.0,69.0,82.0,53.0,59.0,75.0,76.0,62.0,56.0,59.0,74.0,63.0,63.0,77.0,70.0,51.0,50.0,58.0,66.0,62.0
165263,19.0,18.0,15.0,10.0,17.0,19.0,19.0,17.0,15.0,19.0,18.0,17.0,18.0,21.0,18.0,17.0,17.0,19.0,16.0,15.0,15.0,18.0,18.0,17.0,22.0,19.0,14.0,17.0,17.0,19.0,16.0,15.0,17.0,18.0,14.0,19.0,24.0,20.0,15.0,17.0,17.0,17.0,16.0,14.0,16.0,18.0,17.0,17.0,14.0,17.0,18.0,16.0,17.0,19.0,17.0,16.0,15.0,18.0,17.0,15.0,14.0,17.0,17.0,16.0,20.0,17.0,16.0,15.0,15.0,18.0,17.0,18.0,17.0,17.0,16.0,17.0,20.0,18.0,17.0,16.0,9.0,9.0,7.0,7.0,8.0,9.0,8.0,9.0,6.0,9.0,9.0,5.0,8.0,11.0,8.0,7.0,6.0,10.0,9.0,5.0,6.0,7.0,8.0,8.0,10.0,9.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,12.0,9.0,9.0,7.0,74.0,67.0,73.0,45.0,72.0,59.0,67.0,74.0,78.0,70.0,70.0,74.0,78.0,66.0,70.0,72.0,78.0,70.0,75.0,75.0,78.0,77.0,68.0,71.0,78.0,71.0,75.0,67.0,72.0,73.0,86.0,83.0,78.0,71.0,78.0,74.0,84.0,67.0,91.0,77.0
165283,14.0,10.0,8.0,12.0,14.0,10.0,12.0,10.0,13.0,11.0,10.0,16.0,12.0,10.0,11.0,13.0,12.0,10.0,9.0,13.0,12.0,10.0,8.0,10.0,12.0,10.0,11.0,11.0,14.0,11.0,9.0,12.0,13.0,10.0,8.0,14.0,13.0,10.0,9.0,16.0,14.0,14.0,12.0,14.0,14.0,13.0,15.0,13.0,14.0,13.0,13.0,16.0,14.0,14.0,14.0,14.0,15.0,14.0,12.0,17.0,14.0,13.0,12.0,13.0,15.0,14.0,14.0,15.0,16.0,14.0,13.0,14.0,14.0,14.0,13.0,15.0,14.0,14.0,14.0,18.0,7.0,6.0,4.0,6.0,7.0,5.0,8.0,5.0,6.0,6.0,5.0,9.0,6.0,6.0,6.0,6.0,7.0,6.0,4.0,8.0,5.0,6.0,5.0,6.0,8.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,6.0,11.0,45.0,51.0,68.0,61.0,45.0,43.0,69.0,68.0,46.0,39.0,64.0,64.0,46.0,60.0,61.0,54.0,46.0,54.0,64.0,51.0,46.0,59.0,67.0,57.0,47.0,50.0,69.0,59.0,43.0,58.0,52.0,47.0,38.0,63.0,78.0,60.0,46.0,50.0,76.0,66.0
165301,17.0,14.0,13.0,14.0,20.0,19.0,15.0,15.0,20.0,14.0,13.0,16.0,22.0,15.0,13.0,12.0,22.0,23.0,13.0,14.0,18.0,21.0,14.0,14.0,18.0,18.0,10.0,16.0,13.0,23.0,17.0,14.0,13.0,15.0,13.0,14.0,13.0,16.0,13.0,17.0,16.0,17.0,15.0,16.0,18.0,21.0,19.0,18.0,18.0,16.0,15.0,16.0,20.0,17.0,17.0,15.0,20.0,22.0,15.0,16.0,18.0,21.0,15.0,15.0,18.0,19.0,15.0,17.0,16.0,21.0,21.0,15.0,15.0,16.0,17.0,17.0,16.0,18.0,15.0,17.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,9.0,6.0,8.0,11.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,10.0,5.0,7.0,7.0,11.0,12.0,7.0,7.0,9.0,7.0,11.0,7.0,8.0,6.0,9.0,80.0,91.0,70.0,65.0,78.0,71.0,83.0,77.0,78.0,88.0,82.0,78.0,76.0,77.0,87.0,74.0,76.0,78.0,74.0,74.0,70.0,76.0,74.0,63.0,70.0,78.0,80.0,66.0,62.0,66.0,97.0,74.0,63.0,75.0,92.0,57.0,62.0,96.0,89.0,62.0
165315,13.0,16.0,16.0,18.0,13.0,18.0,17.0,16.0,13.0,17.0,19.0,14.0,12.0,14.0,18.0,7.0,12.0,14.0,14.0,17.0,12.0,18.0,18.0,16.0,12.0,16.0,14.0,13.0,12.0,17.0,16.0,14.0,12.0,15.0,13.0,15.0,13.0,16.0,15.0,14.0,12.0,15.0,16.0,14.0,12.0,17.0,16.0,15.0,12.0,16.0,17.0,14.0,12.0,14.0,17.0,9.0,12.0,15.0,15.0,17.0,12.0,15.0,16.0,16.0,12.0,15.0,14.0,13.0,12.0,17.0,15.0,15.0,13.0,16.0,14.0,14.0,14.0,15.0,14.0,14.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,9.0,6.0,6.0,7.0,10.0,6.0,6.0,7.0,7.0,9.0,6.0,9.0,9.0,10.0,6.0,8.0,7.0,7.0,6.0,9.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,57.0,52.0,60.0,59.0,57.0,48.0,53.0,60.0,57.0,58.0,47.0,59.0,58.0,47.0,55.0,25.0,58.0,55.0,65.0,66.0,58.0,59.0,50.0,60.0,58.0,54.0,63.0,41.0,60.0,58.0,60.0,67.0,59.0,59.0,64.0,57.0,61.0,54.0,59.0,56.0
165345,28.0,19.0,10.0,13.0,28.0,16.0,12.0,11.0,27.0,13.0,11.0,12.0,19.0,20.0,10.0,14.0,16.0,17.0,6.0,12.0,16.0,15.0,10.0,10.0,19.0,13.0,11.0,13.0,14.0,19.0,11.0,13.0,16.0,16.0,12.0,11.0,22.0,16.0,8.0,11.0,22.0,20.0,15.0,14.0,22.0,17.0,16.0,14.0,22.0,14.0,15.0,15.0,18.0,19.0,15.0,14.0,17.0,17.0,10.0,14.0,16.0,16.0,14.0,12.0,18.0,16.0,15.0,14.0,16.0,19.0,15.0,13.0,15.0,17.0,15.0,14.0,23.0,16.0,12.0,12.0,12.0,9.0,6.0,6.0,12.0,8.0,7.0,6.0,13.0,6.0,6.0,4.0,8.0,10.0,6.0,6.0,8.0,7.0,3.0,6.0,8.0,6.0,7.0,6.0,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,7.0,7.0,7.0,8.0,16.0,7.0,4.0,6.0,73.0,76.0,97.0,74.0,73.0,79.0,95.0,84.0,77.0,83.0,84.0,68.0,61.0,74.0,94.0,71.0,60.0,77.0,84.0,64.0,61.0,67.0,92.0,61.0,61.0,77.0,98.0,53.0,58.0,72.0,96.0,51.0,62.0,73.0,93.0,44.0,57.0,78.0,89.0,59.0
165382,20.0,21.0,18.0,17.0,20.0,24.0,17.0,17.0,20.0,19.0,19.0,14.0,20.0,19.0,13.0,17.0,20.0,22.0,14.0,18.0,21.0,22.0,18.0,19.0,20.0,24.0,19.0,19.0,20.0,19.0,13.0,18.0,21.0,22.0,14.0,51.0,20.0,24.0,15.0,17.0,19.0,20.0,19.0,18.0,19.0,22.0,17.0,18.0,19.0,19.0,18.0,15.0,20.0,18.0,17.0,18.0,19.0,20.0,16.0,18.0,20.0,20.0,19.0,20.0,20.0,22.0,19.0,19.0,19.0,19.0,17.0,19.0,20.0,21.0,18.0,48.0,19.0,22.0,17.0,18.0,11.0,10.0,11.0,10.0,11.0,12.0,9.0,9.0,10.0,10.0,9.0,8.0,10.0,9.0,7.0,10.0,9.0,11.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,10.0,9.0,9.0,9.0,7.0,10.0,9.0,10.0,9.0,37.0,10.0,12.0,7.0,8.0,69.0,64.0,72.0,65.0,69.0,58.0,71.0,65.0,78.0,63.0,68.0,48.0,84.0,73.0,79.0,86.0,81.0,70.0,71.0,77.0,87.0,75.0,70.0,78.0,84.0,67.0,71.0,78.0,81.0,84.0,78.0,76.0,87.0,82.0,87.0,101.0,81.0,70.0,76.0,84.0
165427,13.0,14.0,13.0,13.0,13.0,14.0,13.0,11.0,13.0,13.0,16.0,13.0,13.0,13.0,12.0,11.0,14.0,15.0,12.0,12.0,13.0,12.0,10.0,10.0,13.0,14.0,12.0,13.0,14.0,13.0,12.0,12.0,9.0,14.0,10.0,12.0,10.0,14.0,11.0,12.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,13.0,13.0,14.0,17.0,14.0,13.0,13.0,14.0,13.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,11.0,13.0,14.0,12.0,13.0,14.0,13.0,13.0,13.0,12.0,14.0,11.0,12.0,11.0,14.0,14.0,14.0,6.0,6.0,7.0,4.0,6.0,7.0,8.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,59.0,55.0,66.0,62.0,60.0,53.0,60.0,57.0,60.0,63.0,63.0,62.0,57.0,55.0,62.0,59.0,59.0,58.0,70.0,58.0,60.0,56.0,57.0,45.0,57.0,54.0,57.0,57.0,61.0,55.0,60.0,58.0,60.0,58.0,58.0,56.0,53.0,57.0,66.0,61.0
165464,13.0,8.0,6.0,10.0,7.0,10.0,8.0,12.0,10.0,7.0,10.0,8.0,9.0,10.0,10.0,10.0,9.0,8.0,9.0,10.0,9.0,6.0,6.0,12.0,9.0,9.0,7.0,11.0,9.0,8.0,6.0,9.0,8.0,9.0,6.0,10.0,9.0,11.0,8.0,11.0,13.0,11.0,10.0,12.0,11.0,12.0,10.0,12.0,12.0,10.0,12.0,10.0,11.0,11.0,12.0,11.0,11.0,10.0,11.0,12.0,11.0,9.0,10.0,13.0,11.0,12.0,10.0,12.0,9.0,10.0,9.0,12.0,12.0,11.0,9.0,12.0,11.0,12.0,10.0,12.0,11.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,8.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,4.0,5.0,4.0,6.0,5.0,5.0,3.0,7.0,7.0,6.0,4.0,8.0,6.0,5.0,4.0,6.0,52.0,67.0,76.0,62.0,56.0,65.0,71.0,65.0,54.0,64.0,69.0,50.0,56.0,67.0,71.0,59.0,58.0,66.0,73.0,62.0,59.0,63.0,82.0,76.0,66.0,69.0,79.0,71.0,58.0,69.0,76.0,48.0,59.0,68.0,77.0,67.0,67.0,69.0,73.0,71.0
165517,16.0,15.0,11.0,14.0,16.0,10.0,11.0,13.0,16.0,18.0,11.0,15.0,15.0,22.0,13.0,15.0,20.0,22.0,11.0,16.0,24.0,25.0,10.0,16.0,25.0,22.0,10.0,17.0,23.0,26.0,12.0,18.0,25.0,27.0,11.0,14.0,23.0,19.0,15.0,16.0,14.0,15.0,13.0,14.0,15.0,12.0,14.0,13.0,14.0,17.0,14.0,14.0,14.0,19.0,16.0,14.0,17.0,18.0,14.0,15.0,20.0,21.0,13.0,15.0,20.0,18.0,13.0,15.0,19.0,22.0,14.0,14.0,20.0,22.0,14.0,13.0,20.0,18.0,17.0,14.0,6.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,5.0,5.0,6.0,10.0,8.0,4.0,8.0,9.0,6.0,7.0,10.0,10.0,5.0,8.0,12.0,7.0,5.0,7.0,10.0,11.0,6.0,6.0,10.0,12.0,5.0,5.0,11.0,8.0,9.0,6.0,62.0,54.0,64.0,57.0,62.0,58.0,66.0,56.0,62.0,51.0,69.0,56.0,63.0,57.0,81.0,62.0,64.0,60.0,76.0,71.0,68.0,65.0,80.0,73.0,65.0,61.0,75.0,67.0,70.0,64.0,76.0,60.0,71.0,64.0,80.0,70.0,73.0,69.0,69.0,68.0
165573,14.0,7.0,7.0,4.0,16.0,24.0,5.0,4.0,12.0,12.0,5.0,5.0,16.0,5.0,7.0,4.0,7.0,15.0,6.0,4.0,21.0,32.0,6.0,8.0,17.0,5.0,7.0,5.0,19.0,25.0,5.0,3.0,19.0,14.0,8.0,5.0,18.0,15.0,6.0,19.0,20.0,9.0,9.0,7.0,22.0,27.0,8.0,7.0,18.0,14.0,8.0,8.0,21.0,8.0,9.0,6.0,14.0,18.0,8.0,7.0,24.0,33.0,9.0,11.0,20.0,8.0,10.0,7.0,24.0,27.0,9.0,7.0,24.0,16.0,11.0,8.0,22.0,18.0,9.0,20.0,14.0,3.0,3.0,1.0,15.0,21.0,1.0,1.0,12.0,7.0,2.0,2.0,14.0,1.0,2.0,2.0,8.0,12.0,2.0,2.0,18.0,24.0,2.0,6.0,14.0,1.0,3.0,2.0,16.0,19.0,2.0,4.0,16.0,8.0,4.0,2.0,15.0,10.0,2.0,16.0,57.0,38.0,40.0,36.0,59.0,63.0,42.0,37.0,58.0,46.0,46.0,37.0,58.0,38.0,40.0,36.0,56.0,56.0,44.0,37.0,70.0,63.0,44.0,44.0,56.0,38.0,46.0,35.0,61.0,63.0,45.0,37.0,61.0,47.0,46.0,38.0,58.0,50.0,45.0,48.0
